Time, Altitude, Velocity, Temperature (C), Voltage
68.10, 350, -16, 29.09, 9.50
68.15, 348, -15, 29.09, 9.50
68.20, 348, -14, 29.10, 9.50
68.25, 348, -13, 29.09, 9.50
68.30, 347, -12, 29.09, 9.50
68.35, 346, -11, 29.09, 9.50
68.40, 344, -10, 29.09, 9.50
68.45, 344, -9, 29.09, 9.50
68.50, 343, -8, 29.09, 9.50
68.55, 343, -7, 29.08, 9.50
68.60, 343, -6, 29.09, 9.50
68.65, 342, -4, 29.09, 9.50
68.70, 340, -2, 29.09, 9.50
68.75, 340, -1, 29.07, 9.50
68.80, 339, 1, 29.09, 9.50
68.85, 339, 3, 29.08, 9.50
68.90, 339, 4, 29.08, 9.50
68.95, 339, 6, 29.07, 9.50
69.00, 339, 8, 29.07, 9.50
69.05, 339, 10, 29.07, 9.50
69.10, 339, 12, 29.07, 9.50
69.15, 340, 14, 29.07, 9.50
69.20, 341, 16, 29.06, 9.50
69.25, 343, 18, 29.06, 9.50
69.30, 343, 19, 29.05, 9.50
69.35, 344, 20, 29.06, 9.50
69.40, 346, 21, 29.05, 9.50
69.45, 348, 22, 29.05, 9.50
69.50, 349, 22, 29.04, 9.50
69.55, 346, 22, 29.05, 9.50
69.60, 350, 22, 29.05, 9.50
69.65, 353, 21, 29.04, 9.50
69.70, 355, 19, 29.04, 9.50
69.75, 357, 17, 29.04, 9.50
69.80, 359, 15, 29.04, 9.50
69.85, 362, 12, 29.03, 9.50
69.90, 365, 9, 29.04, 9.50
69.95, 369, 5, 29.02, 9.50
70.00, 370, 1, 29.02, 9.50
70.05, 372, -3, 29.02, 9.50
70.10, 378, -6, 29.01, 9.50
70.15, 380, -10, 29.01, 9.50
70.20, 383, -14, 29.00, 9.50
70.25, 383, -17, 29.00, 9.50
70.30, 385, -19, 29.00, 9.50
70.35, 386, -21, 29.00, 9.50
70.40, 387, -23, 29.00, 9.50
70.45, 388, -24, 28.99, 9.50
70.50, 388, -25, 28.99, 9.50
70.55, 387, -26, 28.99, 9.50
70.60, 382, -27, 29.00, 9.50
70.65, 380, -29, 28.99, 9.50
70.70, 375, -30, 29.00, 9.50
70.75, 370, -32, 29.00, 9.50
70.80, 364, -34, 29.00, 9.50
70.85, 357, -36, 29.00, 9.50
70.90, 349, -38, 29.00, 9.50
70.95, 342, -40, 29.00, 9.50
71.00, 333, -42, 29.00, 9.50
71.05, 327, -43, 29.00, 9.50
71.10, 319, -45, 29.00, 9.50
71.15, 314, -47, 29.01, 9.50
71.20, 308, -48, 29.00, 9.50
71.25, 305, -49, 29.01, 9.50
71.30, 302, -49, 29.01, 9.50
71.35, 301, -49, 29.00, 9.50
71.40, 300, -48, 29.00, 9.50
71.45, 299, -46, 29.00, 9.50
71.50, 298, -44, 29.00, 9.50
71.55, 296, -41, 29.00, 9.50
71.60, 298, -38, 28.99, 9.50
71.65, 295, -34, 29.00, 9.50
71.70, 293, -30, 29.00, 9.50
71.75, 295, -27, 29.00, 9.50
71.80, 293, -23, 28.99, 9.50
71.85, 290, -20, 28.99, 9.50
71.90, 290, -18, 29.00, 9.50
71.95, 289, -16, 29.00, 9.50
72.00, 289, -15, 29.00, 9.50
72.05, 289, -14, 28.99, 9.50
72.10, 288, -13, 28.99, 9.50
72.15, 288, -13, 28.99, 9.50
72.20, 288, -13, 28.99, 9.50
72.25, 288, -13, 28.99, 9.50
72.30, 289, -14, 28.98, 9.50
72.35, 292, -14, 28.98, 9.50
72.40, 295, -14, 28.97, 9.50
72.45, 299, -15, 28.97, 9.50
72.50, 306, -15, 28.96, 9.50
72.55, 310, -16, 28.95, 9.50
72.60, 313, -16, 28.95, 9.50
72.65, 316, -16, 28.95, 9.50
72.70, 319, -16, 28.94, 9.50
72.75, 321, -16, 28.94, 9.50
72.80, 318, -16, 28.94, 9.50
72.85, 315, -16, 28.95, 9.50
72.90, 312, -16, 28.95, 9.50
72.95, 306, -16, 28.95, 9.50
73.00, 300, -17, 28.96, 9.50
73.05, 296, -17, 28.95, 9.50
73.10, 290, -18, 28.96, 9.50
73.15, 283, -19, 28.97, 9.50
73.20, 278, -20, 28.97, 9.50
73.25, 277, -21, 28.97, 9.50
73.30, 274, -22, 28.97, 9.50
73.35, 272, -23, 28.98, 9.50
73.40, 269, -25, 28.97, 9.50
73.45, 267, -27, 28.98, 9.50
73.50, 266, -30, 28.97, 9.50
73.55, 266, -32, 28.96, 9.50
73.60, 264, -34, 28.97, 9.50
73.65, 262, -36, 28.97, 9.50
73.70, 262, -37, 28.97, 9.50
73.75, 261, -38, 28.98, 9.50
73.80, 261, -38, 28.97, 9.50
73.85, 258, -37, 28.98, 9.50
73.90, 258, -35, 28.97, 9.50
73.95, 258, -33, 28.97, 9.50
74.00, 256, -31, 28.97, 9.50
74.05, 252, -29, 28.97, 9.50
74.10, 249, -27, 28.98, 9.50
74.15, 251, -25, 28.97, 9.50
74.20, 249, -23, 28.98, 9.50
74.25, 247, -21, 28.99, 9.50
74.30, 249, -20, 28.97, 9.50
74.35, 248, -19, 28.99, 9.50
74.40, 247, -18, 28.98, 9.50
74.45, 246, -16, 28.98, 9.50
74.50, 246, -15, 28.99, 9.50
74.55, 247, -14, 28.99, 9.50
74.60, 246, -14, 28.99, 9.50
74.65, 245, -13, 28.99, 9.50
74.70, 244, -12, 28.99, 9.50
74.75, 244, -12, 28.99, 9.50
74.80, 242, -11, 28.99, 9.50
74.85, 242, -11, 28.99, 9.50
74.90, 240, -10, 28.99, 9.50
74.95, 239, -9, 28.99, 9.50
75.00, 238, -8, 28.99, 9.50
75.05, 238, -8, 28.99, 9.50
75.10, 235, -7, 28.99, 9.50
75.15, 235, -6, 28.99, 9.50
75.20, 235, -6, 28.99, 9.50
75.25, 236, -7, 28.99, 9.50
75.30, 235, -7, 28.99, 9.50
75.35, 235, -7, 28.98, 9.50
75.40, 236, -8, 28.98, 9.50
75.45, 236, -8, 28.97, 9.50
75.50, 237, -8, 28.97, 9.50
75.55, 238, -9, 28.97, 9.50
75.60, 238, -9, 28.97, 9.50
75.65, 239, -9, 28.97, 9.50
75.70, 239, -9, 28.97, 9.50
75.75, 238, -9, 28.97, 9.50
75.80, 238, -10, 28.97, 9.50
75.85, 238, -10, 28.97, 9.50
75.90, 238, -10, 28.96, 9.50
75.95, 238, -10, 28.96, 9.50
76.00, 239, -10, 28.95, 9.50
76.05, 238, -9, 28.97, 9.50
76.10, 239, -9, 28.96, 9.50
76.15, 236, -8, 28.97, 9.50
76.20, 236, -7, 28.97, 9.50
76.25, 234, -6, 28.97, 9.50
76.30, 233, -5, 28.97, 9.50
76.35, 232, -4, 28.97, 9.50
76.40, 230, -2, 28.97, 9.50
76.45, 230, -1, 28.97, 9.50
76.50, 229, 1, 28.97, 9.50
76.55, 228, 2, 28.97, 9.50
76.60, 227, 3, 28.97, 9.50
76.65, 226, 3, 28.97, 9.50
76.70, 226, 3, 28.97, 9.50
76.75, 223, 2, 28.97, 9.50
76.80, 222, 0, 28.97, 9.50
76.85, 221, -2, 28.97, 9.50
76.90, 219, -5, 28.97, 9.50
76.95, 219, -9, 28.97, 9.50
77.00, 218, -12, 28.97, 9.50
77.05, 218, -15, 28.97, 9.50
77.10, 218, -17, 28.97, 9.50
77.15, 221, -18, 28.96, 9.50
77.20, 222, -19, 28.96, 9.50
77.25, 225, -19, 28.95, 9.50
77.30, 227, -19, 28.95, 9.50
77.35, 231, -19, 28.94, 9.50
77.40, 235, -19, 28.94, 9.50
77.45, 239, -20, 28.92, 9.50
77.50, 243, -19, 28.92, 9.50
77.55, 245, -19, 28.91, 9.50
77.60, 248, -18, 28.91, 9.50
77.65, 248, -17, 28.91, 9.50
77.70, 244, -15, 28.91, 9.50
77.75, 239, -13, 28.90, 9.50
77.80, 234, -11, 28.91, 9.50
77.85, 228, -8, 28.92, 9.50
77.90, 223, -3, 28.91, 9.50
77.95, 213, 1, 28.92, 9.50
78.00, 208, 6, 28.92, 9.50
78.05, 201, 11, 28.94, 9.50
78.10, 201, 15, 28.92, 9.50
78.15, 198, 17, 28.94, 9.50
78.20, 198, 17, 28.93, 9.50
78.25, 196, 16, 28.93, 9.50
78.30, 194, 13, 28.93, 9.50
78.35, 193, 9, 28.92, 9.50
78.40, 190, 4, 28.92, 9.50
78.45, 191, -2, 28.92, 9.50
78.50, 190, -7, 28.93, 9.50
78.55, 191, -13, 28.92, 9.50
78.60, 192, -18, 28.92, 9.50
78.65, 193, -22, 28.92, 9.50
78.70, 197, -25, 28.92, 9.50
78.75, 200, -26, 28.92, 9.50
78.80, 204, -26, 28.91, 9.50
78.85, 210, -25, 28.90, 9.50
78.90, 218, -24, 28.89, 9.50
78.95, 231, -22, 28.89, 9.50
79.00, 244, -20, 28.87, 9.50
79.05, 252, -18, 28.87, 9.50
79.10, 257, -17, 28.87, 9.50
79.15, 263, -17, 28.87, 9.50
79.20, 261, -16, 28.86, 9.50
79.25, 254, -16, 28.88, 9.50
79.30, 249, -15, 28.87, 9.50
79.35, 242, -14, 28.89, 9.50
79.40, 236, -13, 28.89, 9.50
79.45, 229, -12, 28.90, 9.50
79.50, 220, -11, 28.90, 9.50
79.55, 210, -10, 28.90, 9.50
79.60, 199, -9, 28.92, 9.50
79.65, 191, -8, 28.93, 9.50
79.70, 186, -7, 28.94, 9.50
79.75, 181, -5, 28.93, 9.50
79.80, 176, -3, 28.94, 9.50
79.85, 174, -3, 28.94, 9.50
79.90, 173, -3, 28.93, 9.50
79.95, 170, -6, 28.94, 9.50
80.00, 169, -11, 28.94, 9.50
80.05, 169, -16, 28.94, 9.50
80.10, 166, -23, 28.94, 9.50
80.15, 165, -28, 28.94, 9.50
80.20, 165, -33, 28.94, 9.50
80.25, 164, -37, 28.94, 9.50
80.30, 167, -39, 28.92, 9.50
80.35, 166, -40, 28.93, 9.50
80.40, 168, -39, 28.94, 9.50
80.45, 170, -37, 28.93, 9.50
80.50, 171, -33, 28.93, 9.50
80.55, 173, -29, 28.93, 9.50
80.60, 175, -25, 28.93, 9.50
80.65, 184, -21, 28.91, 9.50
80.70, 192, -18, 28.90, 9.50
80.75, 197, -16, 28.89, 9.50
80.80, 208, -14, 28.89, 9.50
80.85, 218, -13, 28.88, 9.50
80.90, 228, -12, 28.86, 9.50
80.95, 227, -12, 28.87, 9.50
81.00, 219, -11, 28.88, 9.50
81.05, 211, -10, 28.89, 9.50
81.10, 204, -9, 28.89, 9.50
81.15, 195, -9, 28.89, 9.50
81.20, 180, -8, 28.90, 9.50
81.25, 165, -8, 28.92, 9.50
81.30, 160, -8, 28.92, 9.50
81.35, 157, -8, 28.92, 9.50
81.40, 155, -9, 28.92, 9.50
81.45, 153, -9, 28.92, 9.50
81.50, 153, -9, 28.92, 9.50
81.55, 153, -10, 28.92, 9.50
81.60, 153, -12, 28.91, 9.50
81.65, 151, -14, 28.92, 9.50
81.70, 150, -17, 28.92, 9.50
81.75, 150, -19, 28.92, 9.50
81.80, 151, -22, 28.92, 9.50
81.85, 147, -24, 28.92, 9.50
81.90, 147, -24, 28.92, 9.50
81.95, 148, -22, 28.92, 9.50
82.00, 149, -17, 28.91, 9.50
82.05, 150, -12, 28.91, 9.50
82.10, 148, -5, 28.92, 9.50
82.15, 148, 3, 28.92, 9.50
82.20, 150, 10, 28.91, 9.50
82.25, 151, 16, 28.90, 9.50
82.30, 150, 21, 28.91, 9.50
82.35, 150, 23, 28.92, 9.50
82.40, 152, 24, 28.91, 9.50
82.45, 153, 25, 28.90, 9.50
82.50, 155, 25, 28.90, 9.50
82.55, 157, 25, 28.90, 9.50
82.60, 156, 24, 28.90, 9.50
82.65, 158, 24, 28.90, 9.50
82.70, 162, 24, 28.90, 9.50
82.75, 165, 23, 28.89, 9.50
82.80, 168, 22, 28.89, 9.50
82.85, 173, 21, 28.89, 9.50
82.90, 177, 20, 28.88, 9.50
82.95, 183, 18, 28.87, 9.50
83.00, 188, 17, 28.87, 9.50
83.05, 193, 16, 28.87, 9.50
83.10, 198, 15, 28.85, 9.50
83.15, 202, 13, 28.85, 9.50
83.20, 205, 12, 28.85, 9.50
83.25, 205, 11, 28.85, 9.50
83.30, 205, 10, 28.85, 9.50
83.35, 205, 9, 28.85, 9.50
83.40, 202, 8, 28.85, 9.50
83.45, 200, 6, 28.85, 9.50
83.50, 200, 5, 28.85, 9.50
83.55, 201, 3, 28.85, 9.50
83.60, 200, 0, 28.85, 9.50
83.65, 197, -2, 28.85, 9.50
83.70, 196, -5, 28.85, 9.50
83.75, 194, -8, 28.85, 9.50
83.80, 189, -11, 28.86, 9.50
83.85, 187, -14, 28.85, 9.50
83.90, 184, -17, 28.87, 9.50
83.95, 182, -21, 28.87, 9.50
84.00, 178, -25, 28.87, 9.50
84.05, 178, -28, 28.86, 9.50
84.10, 174, -32, 28.87, 9.50
84.15, 174, -35, 28.87, 9.50
84.20, 172, -38, 28.87, 9.50
84.25, 169, -40, 28.86, 9.50
84.30, 167, -41, 28.87, 9.50
84.35, 168, -42, 28.87, 9.50
84.40, 167, -43, 28.87, 9.50
84.45, 164, -43, 28.87, 9.50
84.50, 161, -44, 28.87, 9.50
84.55, 159, -44, 28.87, 9.50
84.60, 155, -44, 28.87, 9.50
84.65, 153, -44, 28.87, 9.50
84.70, 150, -43, 28.87, 9.50
84.75, 148, -42, 28.87, 9.50
84.80, 147, -40, 28.87, 9.50
84.85, 145, -39, 28.88, 9.50
84.90, 143, -37, 28.89, 9.50
84.95, 140, -35, 28.88, 9.50
85.00, 137, -34, 28.88, 9.50
85.05, 134, -32, 28.89, 9.50
85.10, 132, -31, 28.89, 9.50
85.15, 128, -29, 28.89, 9.50
85.20, 125, -28, 28.89, 9.50
85.25, 122, -26, 28.89, 9.50
85.30, 121, -24, 28.89, 9.50
85.35, 120, -22, 28.89, 9.50
85.40, 118, -21, 28.89, 9.50
85.45, 115, -19, 28.89, 9.50
85.50, 113, -18, 28.89, 9.50
85.55, 112, -16, 28.89, 9.50
85.60, 113, -15, 28.89, 9.50
85.65, 112, -14, 28.89, 9.50
85.70, 111, -13, 28.89, 9.50
85.75, 110, -14, 28.89, 9.50
85.80, 113, -15, 28.89, 9.50
85.85, 113, -16, 28.89, 9.50
85.90, 112, -18, 28.89, 9.50
85.95, 112, -19, 28.89, 9.50
86.00, 114, -20, 28.87, 9.50
86.05, 115, -22, 28.89, 9.50
86.10, 116, -23, 28.88, 9.50
86.15, 117, -24, 28.87, 9.50
86.20, 119, -25, 28.87, 9.50
86.25, 122, -26, 28.87, 9.50
86.30, 124, -26, 28.87, 9.50
86.35, 126, -27, 28.85, 9.50
86.40, 125, -27, 28.87, 9.50
86.45, 128, -27, 28.86, 9.50
86.50, 128, -27, 28.86, 9.50
86.55, 128, -27, 28.85, 9.50
86.60, 127, -27, 28.86, 9.50
86.65, 126, -27, 28.86, 9.50
86.70, 125, -27, 28.85, 9.50
86.75, 121, -28, 28.85, 9.50
86.80, 116, -28, 28.85, 9.50
86.85, 100, -29, 28.87, 9.50
86.90, 105, -30, 28.87, 9.50
86.95, 99, -30, 28.87, 9.50
87.00, 93, -31, 28.87, 9.50
87.05, 86, -32, 28.88, 9.50
87.10, 81, -33, 28.88, 9.50
87.15, 75, -35, 28.89, 9.50
87.20, 71, -36, 28.89, 9.50
87.25, 69, -38, 28.89, 9.50
87.30, 67, -39, 28.89, 9.50
87.35, 66, -40, 28.89, 9.50
87.40, 63, -42, 28.89, 9.50
87.45, 62, -42, 28.89, 9.50
87.50, 61, -43, 28.89, 9.50
87.55, 60, -43, 28.89, 9.50
87.60, 59, -43, 28.89, 9.50
87.65, 58, -42, 28.89, 9.50
87.70, 57, -40, 28.89, 9.50
87.75, 57, -37, 28.89, 9.50
87.80, 56, -34, 28.88, 9.50
87.85, 54, -30, 28.89, 9.50
87.90, 54, -27, 28.89, 9.50
87.95, 53, -22, 28.89, 9.50
88.00, 53, -17, 28.89, 9.50
88.05, 52, -12, 28.89, 9.50
88.10, 50, -6, 28.89, 9.50
88.15, 47, -0, 28.89, 9.50
88.20, 49, 5, 28.88, 9.50
88.25, 47, 9, 28.89, 9.50
88.30, 46, 12, 28.89, 9.50
88.35, 45, 14, 28.89, 9.50
88.40, 43, 15, 28.89, 9.50
88.45, 44, 15, 28.89, 9.50
88.50, 43, 14, 28.88, 9.50
88.55, 43, 12, 28.89, 9.50
88.60, 43, 9, 28.89, 9.50
88.65, 45, 6, 28.89, 9.50
88.70, 45, 3, 28.87, 9.50
88.75, 46, -1, 28.87, 9.50
88.80, 48, -4, 28.87, 9.50
88.85, 50, -7, 28.86, 9.50
88.90, 52, -10, 28.87, 9.50
88.95, 57, -13, 28.85, 9.50
89.00, 62, -15, 28.85, 9.50
89.05, 70, -16, 28.84, 9.50
89.10, 77, -17, 28.84, 9.50
89.15, 82, -17, 28.84, 9.50
89.20, 89, -17, 28.82, 9.50
89.25, 93, -17, 28.82, 9.50
89.30, 97, -17, 28.82, 9.50
89.35, 96, -17, 28.82, 9.50
89.40, 92, -17, 28.82, 9.50
89.45, 90, -17, 28.82, 9.50
89.50, 86, -18, 28.82, 9.50
89.55, 78, -19, 28.83, 9.50
89.60, 71, -20, 28.84, 9.50
89.65, 62, -21, 28.84, 9.50
89.70, 56, -22, 28.84, 9.50
89.75, 47, -23, 28.84, 9.50
89.80, 40, -24, 28.84, 9.50
89.85, 32, -25, 28.85, 9.50
89.90, 27, -26, 28.85, 9.50
89.95, 22, -28, 28.86, 9.50
90.00, 19, -30, 28.86, 9.50
90.05, 17, -31, 28.86, 9.50
90.10, 15, -32, 28.86, 9.50
90.15, 15, -33, 28.86, 9.50
90.20, 14, -33, 28.86, 9.50
90.25, 13, -33, 28.87, 9.50
90.30, 14, -31, 28.85, 9.50
90.35, 11, -29, 28.86, 9.50
90.40, 9, -26, 28.85, 9.50
90.45, 9, -23, 28.86, 9.50
90.50, 7, -20, 28.86, 9.50
90.55, 5, -17, 28.87, 9.50
90.60, 3, -15, 28.87, 9.50
90.65, 2, -13, 28.87, 9.50
90.70, 1, -12, 28.86, 9.50
90.75, 2, -11, 28.86, 9.50
90.80, 1, -12, 28.87, 9.50
90.85, 2, -12, 28.85, 9.50
90.90, 2, -14, 28.85, 9.50
90.95, 5, -15, 28.85, 9.50
91.00, 8, -17, 28.85, 9.50
91.05, 12, -18, 28.85, 9.50
91.10, 18, -19, 28.84, 9.50
91.15, 23, -20, 28.84, 9.50
91.20, 29, -21, 28.83, 9.50
91.25, 32, -21, 28.84, 9.50
91.30, 35, -21, 28.82, 9.50
91.35, 42, -20, 28.82, 9.50
91.40, 46, -20, 28.81, 9.50
91.45, 46, -19, 28.81, 9.50
91.50, 46, -18, 28.81, 9.50
91.55, 44, -17, 28.82, 9.50
91.60, 39, -16, 28.82, 9.50
91.65, 34, -15, 28.82, 9.50
91.70, 27, -14, 28.82, 9.50
91.75, 18, -13, 28.84, 9.50
91.80, 9, -12, 28.84, 9.50
91.85, 1, -11, 28.84, 9.50
91.90, -7, -10, 28.84, 9.50
91.95, -15, -9, 28.85, 9.50
92.00, -21, -8, 28.85, 9.50
92.05, -23, -8, 28.85, 9.50
92.10, -26, -7, 28.85, 9.50
92.15, -27, -6, 28.85, 9.50
92.20, -27, -6, 28.85, 9.50
92.25, -29, -6, 28.85, 9.50
92.30, -28, -7, 28.85, 9.50
92.35, -30, -9, 28.85, 9.50
92.40, -30, -11, 28.85, 9.50
92.45, -29, -13, 28.85, 9.50
92.50, -27, -16, 28.84, 9.50
92.55, -27, -18, 28.85, 9.50
92.60, -26, -20, 28.84, 9.50
92.65, -25, -22, 28.84, 9.50
92.70, -23, -23, 28.84, 9.50
92.75, -23, -24, 28.84, 9.50
92.80, -20, -23, 28.84, 9.50
92.85, -17, -22, 28.84, 9.50
92.90, -14, -19, 28.84, 9.50
92.95, -8, -16, 28.84, 9.50
93.00, -2, -14, 28.82, 9.50
93.05, 5, -12, 28.82, 9.50
93.10, 12, -11, 28.80, 9.50
93.15, 17, -10, 28.80, 9.50
93.20, 22, -10, 28.79, 9.50
93.25, 25, -11, 28.79, 9.50
93.30, 25, -12, 28.79, 9.50
93.35, 24, -12, 28.79, 9.50
93.40, 20, -13, 28.80, 9.50
93.45, 15, -13, 28.79, 9.50
93.50, 7, -14, 28.80, 9.50
93.55, -1, -15, 28.81, 9.50
93.60, -10, -16, 28.81, 9.50
93.65, -21, -17, 28.82, 9.50
93.70, -32, -18, 28.83, 9.50
93.75, -39, -19, 28.84, 9.50
93.80, -43, -21, 28.84, 9.50
93.85, -46, -23, 28.84, 9.50
93.90, -46, -25, 28.84, 9.50
93.95, -46, -28, 28.84, 9.50
94.00, -44, -31, 28.84, 9.50
94.05, -44, -35, 28.84, 9.50
94.10, -45, -38, 28.84, 9.50
94.15, -47, -41, 28.84, 9.50
94.20, -49, -43, 28.84, 9.50
94.25, -53, -44, 28.84, 9.50
94.30, -53, -45, 28.84, 9.50
94.35, -54, -44, 28.84, 9.50
94.40, -54, -43, 28.84, 9.50
94.45, -54, -41, 28.84, 9.50
94.50, -56, -38, 28.84, 9.50
94.55, -56, -35, 28.84, 9.50
94.60, -56, -31, 28.82, 9.50
94.65, -59, -27, 28.84, 9.50
94.70, -59, -23, 28.83, 9.50
94.75, -61, -19, 28.84, 9.50
94.80, -60, -17, 28.83, 9.50
94.85, -61, -15, 28.83, 9.50
94.90, -61, -14, 28.83, 9.50
94.95, -62, -13, 28.82, 9.50
95.00, -64, -11, 28.83, 9.50
95.05, -64, -7, 28.82, 9.50
95.10, -64, -1, 28.82, 9.50
95.15, -65, 6, 28.83, 9.50
95.20, -63, 14, 28.82, 9.50
95.25, -64, 21, 28.82, 9.50
95.30, -65, 27, 28.82, 9.50
95.35, -66, 31, 28.82, 9.50
95.40, -69, 35, 28.82, 9.50
95.45, -69, 37, 28.82, 9.50
95.50, -70, 38, 28.82, 9.50
95.55, -71, 39, 28.82, 9.50
95.60, -73, 39, 28.82, 9.50
95.65, -73, 40, 28.82, 9.50
95.70, -73, 40, 28.81, 9.50
95.75, -74, 40, 28.82, 9.50
95.80, -74, 40, 28.82, 9.50
95.85, -73, 41, 28.82, 9.50
95.90, -72, 41, 28.82, 9.50
95.95, -69, 42, 28.80, 9.50
96.00, -64, 42, 28.80, 9.50
96.05, -53, 42, 28.80, 9.50
96.10, -39, 42, 28.79, 9.50
96.15, -19, 41, 28.76, 9.50
96.20, -2, 42, 28.75, 9.50
96.25, 6, 43, 28.73, 9.50
96.30, 2, 44, 28.74, 9.50
96.35, 17, 45, 28.73, 9.50
96.40, 21, 47, 28.72, 9.50
96.45, 22, 48, 28.73, 9.50
96.50, 21, 49, 28.73, 9.50
96.55, 20, 50, 28.73, 9.50
96.60, 20, 51, 28.72, 9.50
96.65, 16, 52, 28.73, 9.50
96.70, 17, 53, 28.73, 9.50
96.75, 18, 54, 28.73, 9.50
96.80, 19, 54, 28.72, 9.50
96.85, 19, 54, 28.73, 9.50
96.90, 20, 52, 28.72, 9.50
96.95, 18, 50, 28.73, 9.50
97.00, 19, 47, 28.73, 9.50
97.05, 18, 42, 28.72, 9.50
97.10, 10, 37, 28.73, 9.50
97.15, 19, 30, 28.73, 9.50
97.20, 20, 25, 28.73, 9.50
97.25, 21, 20, 28.72, 9.50
97.30, 21, 17, 28.72, 9.50
97.35, 23, 14, 28.73, 9.50
97.40, 25, 11, 28.72, 9.50
97.45, 26, 9, 28.72, 9.50
97.50, 27, 8, 28.72, 9.50
97.55, 28, 7, 28.71, 9.50
97.60, 29, 6, 28.72, 9.50
97.65, 31, 5, 28.72, 9.50
97.70, 33, 3, 28.71, 9.50
97.75, 33, 0, 28.72, 9.50
97.80, 33, -4, 28.72, 9.50
97.85, 31, -8, 28.72, 9.50
97.90, 32, -12, 28.71, 9.50
97.95, 32, -14, 28.72, 9.50
98.00, 34, -14, 28.72, 9.50
98.05, 37, -14, 28.71, 9.50
98.10, 37, -12, 28.71, 9.50
98.15, 38, -9, 28.72, 9.50
98.20, 40, -6, 28.71, 9.50
98.25, 41, -4, 28.71, 9.50
98.30, 41, -2, 28.71, 9.50
98.35, 40, -2, 28.71, 9.50
98.40, 37, -2, 28.72, 9.50
98.45, 37, 6, 28.72, 9.50
98.50, 35, 8, 28.72, 9.50
98.55, 32, 3, 28.72, 9.50
98.60, 27, -11, 28.73, 9.50
98.65, 27, -50, 28.72, 9.50
98.70, 24, -88, 28.73, 9.50
98.75, 13, -117, 28.73, 9.50
98.80, 0, -131, 28.75, 9.50
98.85, -8, -116, 28.76, 9.50
98.90, -12, -83, 28.75, 9.50
98.95, -14, -37, 28.76, 9.50
99.00, -13, 14, 28.76, 9.50
99.05, -10, 61, 28.75, 9.50
99.10, -3, -56, 28.75, 9.50
99.15, 7, -56, 28.73, 9.50
99.20, 18, -56, 28.73, 9.50
99.25, 23, -56, 28.73, 9.50
99.30, 20, -56, 28.73, 9.50
99.35, 20, -56, 28.73, 9.50
99.40, 20, -56, 28.73, 9.50
99.45, 21, -56, 28.73, 9.50
99.50, 21, -56, 28.72, 9.50
99.55, 21, -56, 28.72, 9.50
